OHSU1	Q0	244338	0	82.343445	bool
OHSU1	Q0	90350732	1	82.20162	bool
OHSU1	Q0	285257	2	69.77458	bool
OHSU1	Q0	91057187	3	69.77458	bool
OHSU1	Q0	316117	4	66.28921	bool
OHSU1	Q0	91226903	5	66.13252	bool
OHSU1	Q0	143821	6	64.9008	bool
OHSU1	Q0	89244872	7	64.86263	bool
OHSU1	Q0	91261347	8	63.7424	bool
OHSU1	Q0	322253	9	63.5064	bool
OHSU1	Q0	256564	10	59.596	bool
OHSU1	Q0	90191472	11	59.596	bool
OHSU1	Q0	207986	12	58.840435	bool
OHSU1	Q0	214934	13	58.72251	bool
OHSU1	Q0	90116401	14	58.72251	bool
OHSU1	Q0	90059789	15	58.63093	bool
OHSU1	Q0	223720	16	58.41665	bool
OHSU1	Q0	90191479	17	58.41665	bool
OHSU1	Q0	273182	18	57.772545	bool
OHSU1	Q0	90379605	19	57.772545	bool
OHSU1	Q0	256568	20	56.894054	bool
OHSU1	Q0	90191476	21	56.824432	bool
OHSU1	Q0	111681	22	56.545956	bool
OHSU1	Q0	88201371	23	56.498642	bool
OHSU1	Q0	276805	24	55.80482	bool
OHSU1	Q0	91016084	25	55.80482	bool
OHSU1	Q0	253186	26	55.68877	bool
OHSU1	Q0	90102639	27	55.68877	bool
OHSU1	Q0	91051706	28	54.41597	bool
OHSU1	Q0	283808	29	54.389503	bool
OHSU1	Q0	292187	30	54.254005	bool
OHSU1	Q0	270936	31	54.069073	bool
OHSU1	Q0	90272936	32	54.069073	bool
OHSU1	Q0	91090577	33	53.933678	bool
OHSU1	Q0	216622	34	53.868675	bool
OHSU1	Q0	90132154	35	53.730064	bool
OHSU1	Q0	90366906	36	53.396843	bool
OHSU1	Q0	330225	37	53.375015	bool
OHSU1	Q0	272921	38	53.371716	bool
OHSU1	Q0	271065	39	53.347572	bool
OHSU1	Q0	90278894	40	53.347572	bool
OHSU1	Q0	91310766	41	52.986835	bool
OHSU1	Q0	91229114	42	52.0295	bool
OHSU1	Q0	346319	43	51.957165	bool
OHSU1	Q0	91016129	44	51.79156	bool
OHSU1	Q0	181959	45	51.789192	bool
OHSU1	Q0	276848	46	51.761246	bool
OHSU1	Q0	89023354	47	51.7434	bool
OHSU1	Q0	88196515	48	50.258663	bool
OHSU1	Q0	143822	49	50.142563	bool
OHSU2	Q0	55103	0	80.05705	bool
OHSU2	Q0	88003515	1	80.05705	bool
OHSU2	Q0	299528	2	75.16705	bool
OHSU2	Q0	91128118	3	75.16705	bool
OHSU2	Q0	91356837	4	74.602516	bool
OHSU2	Q0	338257	5	74.42349	bool
OHSU2	Q0	81620	6	73.5252	bool
OHSU2	Q0	88170074	7	73.352356	bool
OHSU2	Q0	316889	8	70.47457	bool
OHSU2	Q0	91231934	9	70.47457	bool
OHSU2	Q0	289050	10	70.46097	bool
OHSU2	Q0	91073927	11	70.236725	bool
OHSU2	Q0	91051633	12	70.12984	bool
OHSU2	Q0	283785	13	69.91098	bool
OHSU2	Q0	101402	14	67.05786	bool
OHSU2	Q0	88331045	15	67.05786	bool
OHSU2	Q0	88239909	16	65.00523	bool
OHSU2	Q0	123412	17	64.81129	bool
OHSU2	Q0	88190910	18	64.23539	bool
OHSU2	Q0	84356	19	64.07908	bool
OHSU2	Q0	246867	20	63.04162	bool
OHSU2	Q0	90367365	21	62.89361	bool
OHSU2	Q0	254597	22	62.281815	bool
OHSU2	Q0	90140817	23	62.281815	bool
OHSU2	Q0	268129	24	61.48328	bool
OHSU2	Q0	90141373	25	61.48328	bool
OHSU2	Q0	95259	26	60.203453	bool
OHSU2	Q0	88281432	27	60.203453	bool
OHSU2	Q0	279926	28	59.982082	bool
OHSU2	Q0	91030755	29	59.982082	bool
OHSU2	Q0	155502	30	59.47232	bool
OHSU2	Q0	89071147	31	59.47232	bool
OHSU2	Q0	93707	32	59.03404	bool
OHSU2	Q0	88269814	33	59.03404	bool
OHSU2	Q0	344507	34	58.869144	bool
OHSU2	Q0	91126065	35	58.869144	bool
OHSU2	Q0	140169	36	56.626137	bool
OHSU2	Q0	89164223	37	56.626137	bool
OHSU2	Q0	324401	38	52.204712	bool
OHSU2	Q0	91277459	39	52.204712	bool
OHSU2	Q0	228089	40	48.989048	bool
OHSU2	Q0	90224905	41	48.859463	bool
OHSU2	Q0	119959	42	48.73484	bool
OHSU2	Q0	88091170	43	48.73484	bool
OHSU2	Q0	207456	44	48.474693	bool
OHSU2	Q0	90055740	45	48.450314	bool
OHSU2	Q0	134859	46	48.23667	bool
OHSU2	Q0	89149416	47	48.127968	bool
OHSU2	Q0	348236	48	47.420586	bool
OHSU2	Q0	91356022	49	47.420586	bool
OHSU3	Q0	124689	0	41.838676	bool
OHSU3	Q0	88294302	1	41.838676	bool
OHSU3	Q0	268155	2	26.243227	bool
OHSU3	Q0	90144789	3	26.243227	bool
OHSU3	Q0	57133	4	23.302584	bool
OHSU3	Q0	88020908	5	23.302584	bool
OHSU3	Q0	253309	6	19.523117	bool
OHSU3	Q0	90105717	7	19.464722	bool
OHSU3	Q0	268550	8	17.634487	bool
OHSU3	Q0	90166054	9	17.592491	bool
OHSU3	Q0	207422	10	15.449137	bool
OHSU3	Q0	90055541	11	15.449137	bool
OHSU3	Q0	184904	12	15.421251	bool
OHSU3	Q0	89047082	13	15.421251	bool
OHSU3	Q0	204539	14	15.17075	bool
OHSU3	Q0	90032156	15	15.17075	bool
OHSU3	Q0	184122	16	14.922939	bool
OHSU3	Q0	89038905	17	14.922939	bool
OHSU3	Q0	229650	18	14.612414	bool
OHSU3	Q0	90235723	19	14.612414	bool
OHSU3	Q0	317093	20	14.487867	bool
OHSU3	Q0	91232773	21	14.487867	bool
OHSU3	Q0	188322	22	14.478653	bool
OHSU3	Q0	89070802	23	14.476282	bool
OHSU3	Q0	163548	24	14.435314	bool
OHSU3	Q0	89164172	25	14.415914	bool
OHSU3	Q0	88119265	26	14.212433	bool
OHSU3	Q0	76193	27	14.2120495	bool
OHSU3	Q0	91110201	28	14.139896	bool
OHSU3	Q0	295584	29	14.122961	bool
OHSU3	Q0	79207	30	13.940364	bool
OHSU3	Q0	88148575	31	13.940364	bool
OHSU3	Q0	200885	32	13.659714	bool
OHSU3	Q0	90004540	33	13.659714	bool
OHSU3	Q0	253832	34	13.542251	bool
OHSU3	Q0	90119445	35	13.542251	bool
OHSU3	Q0	203508	36	13.161134	bool
OHSU3	Q0	90024717	37	13.161134	bool
OHSU3	Q0	339247	38	13.14053	bool
OHSU3	Q0	91364525	39	13.1289425	bool
OHSU3	Q0	220622	40	12.983995	bool
OHSU3	Q0	90167810	41	12.983995	bool
OHSU3	Q0	91152430	42	12.934965	bool
OHSU3	Q0	302822	43	12.926073	bool
OHSU3	Q0	104043	44	12.891789	bool
OHSU3	Q0	88257462	45	12.891789	bool
OHSU3	Q0	66151	46	12.652413	bool
OHSU3	Q0	88139029	47	12.652413	bool
OHSU3	Q0	219343	48	12.613535	bool
OHSU3	Q0	90156585	49	12.613535	bool
OHSU4	Q0	91158359	0	72.400764	bool
OHSU4	Q0	345036	1	71.9422	bool
OHSU4	Q0	346697	2	70.7592	bool
OHSU4	Q0	91253500	3	70.7592	bool
OHSU4	Q0	91303201	4	67.65744	bool
OHSU4	Q0	347443	5	67.079506	bool
OHSU4	Q0	91157419	6	49.11943	bool
OHSU4	Q0	90045364	7	49.058777	bool
OHSU4	Q0	304100	8	49.001385	bool
OHSU4	Q0	206015	9	48.961853	bool
OHSU4	Q0	56973	10	47.028248	bool
OHSU4	Q0	88019051	11	46.896385	bool
OHSU4	Q0	196922	12	46.09677	bool
OHSU4	Q0	89090802	13	46.014965	bool
OHSU4	Q0	90079999	14	45.37479	bool
OHSU4	Q0	210311	15	45.23716	bool
OHSU4	Q0	283254	16	44.960003	bool
OHSU4	Q0	91048168	17	44.960003	bool
OHSU4	Q0	156766	18	44.550835	bool
OHSU4	Q0	89090775	19	44.550835	bool
OHSU4	Q0	207201	20	44.241646	bool
OHSU4	Q0	90054688	21	44.120453	bool
OHSU4	Q0	183398	22	42.760452	bool
OHSU4	Q0	89034877	23	42.760452	bool
OHSU4	Q0	304249	24	41.921387	bool
OHSU4	Q0	91157909	25	41.921387	bool
OHSU4	Q0	167702	26	41.15955	bool
OHSU4	Q0	89205573	27	41.15955	bool
OHSU4	Q0	237770	28	39.04639	bool
OHSU4	Q0	90298869	29	38.97374	bool
OHSU4	Q0	234000	30	37.33362	bool
OHSU4	Q0	90270359	31	37.258293	bool
OHSU4	Q0	168314	32	35.638298	bool
OHSU4	Q0	242882	33	35.589073	bool
OHSU4	Q0	90340659	34	35.589073	bool
OHSU4	Q0	89210525	35	35.543808	bool
OHSU4	Q0	149521	36	35.42738	bool
OHSU4	Q0	89068935	37	35.42738	bool
OHSU4	Q0	327040	38	34.871124	bool
OHSU4	Q0	91292421	39	34.79911	bool
OHSU4	Q0	89245926	40	33.571667	bool
OHSU4	Q0	171700	41	33.570206	bool
OHSU4	Q0	191468	42	33.232918	bool
OHSU4	Q0	89190027	43	33.232918	bool
OHSU4	Q0	108162	44	33.141586	bool
OHSU4	Q0	88109270	45	33.13715	bool
OHSU4	Q0	274496	46	32.99884	bool
OHSU4	Q0	91003718	47	32.99884	bool
OHSU4	Q0	327035	48	32.88073	bool
OHSU4	Q0	91292416	49	32.87386	bool
OHSU5	Q0	128209	0	43.183952	bool
OHSU5	Q0	89336630	1	43.183952	bool
OHSU5	Q0	136749	2	37.7736	bool
OHSU5	Q0	89352380	3	37.7736	bool
OHSU5	Q0	89133810	4	37.00788	bool
OHSU5	Q0	139160	5	36.378845	bool
OHSU5	Q0	154415	6	35.49762	bool
OHSU5	Q0	89338277	7	35.49762	bool
OHSU5	Q0	292819	8	34.63271	bool
OHSU5	Q0	91093724	9	34.63271	bool
OHSU5	Q0	200612	10	33.659622	bool
OHSU5	Q0	90002770	11	33.659622	bool
OHSU5	Q0	248630	12	33.589767	bool
OHSU5	Q0	90381640	13	33.589767	bool
OHSU5	Q0	293212	14	32.03534	bool
OHSU5	Q0	91095430	15	32.03534	bool
OHSU5	Q0	88172777	16	31.150776	bool
OHSU5	Q0	82105	17	30.846586	bool
OHSU5	Q0	293858	18	30.69996	bool
OHSU5	Q0	91099179	19	30.549986	bool
OHSU5	Q0	61006	20	30.124636	bool
OHSU5	Q0	88052514	21	29.852087	bool
OHSU5	Q0	88091714	22	26.713623	bool
OHSU5	Q0	67332	23	26.445122	bool
OHSU5	Q0	88210223	24	26.082169	bool
OHSU5	Q0	86566	25	25.802622	bool
OHSU5	Q0	160620	26	25.783785	bool
OHSU5	Q0	275874	27	25.720528	bool
OHSU5	Q0	91011616	28	25.720528	bool
OHSU5	Q0	89133607	29	25.509035	bool
OHSU5	Q0	90033432	30	25.20297	bool
OHSU5	Q0	250590	31	24.974289	bool
OHSU5	Q0	90283629	32	23.723204	bool
OHSU5	Q0	235873	33	23.623951	bool
OHSU5	Q0	168442	34	23.590954	bool
OHSU5	Q0	89213723	35	23.590954	bool
OHSU5	Q0	88180864	36	23.023296	bool
OHSU5	Q0	105512	37	22.861828	bool
OHSU5	Q0	91051302	38	22.541077	bool
OHSU5	Q0	283558	39	22.307169	bool
OHSU5	Q0	220836	40	22.05334	bool
OHSU5	Q0	90168806	41	22.05334	bool
OHSU5	Q0	345913	42	21.790804	bool
OHSU5	Q0	91209301	43	21.790804	bool
OHSU5	Q0	168322	44	21.731466	bool
OHSU5	Q0	89210538	45	21.576836	bool
OHSU5	Q0	218768	46	21.264397	bool
OHSU5	Q0	90150043	47	21.264397	bool
OHSU5	Q0	207975	48	21.164186	bool
OHSU5	Q0	90059775	49	21.164186	bool
OHSU6	Q0	134500	0	40.64733	bool
OHSU6	Q0	89109895	1	40.64733	bool
OHSU6	Q0	135070	2	40.428295	bool
OHSU6	Q0	89177723	3	40.428295	bool
OHSU6	Q0	116918	4	40.207176	bool
OHSU6	Q0	88327104	5	40.207176	bool
OHSU6	Q0	135416	6	38.47586	bool
OHSU6	Q0	89212173	7	38.47586	bool
OHSU6	Q0	88150674	8	37.125645	bool
OHSU6	Q0	106839	9	37.091496	bool
OHSU6	Q0	88294286	10	37.091496	bool
OHSU6	Q0	110232	11	37.000324	bool
OHSU6	Q0	88161903	12	37.000324	bool
OHSU6	Q0	68511	13	36.9036	bool
OHSU6	Q0	274602	14	34.79438	bool
OHSU6	Q0	91003905	15	34.66338	bool
OHSU6	Q0	90096088	16	32.78015	bool
OHSU6	Q0	252861	17	32.280186	bool
OHSU6	Q0	89141410	18	27.794823	bool
OHSU6	Q0	88176064	19	27.768112	bool
OHSU6	Q0	134788	20	27.736572	bool
OHSU6	Q0	121979	21	27.54422	bool
OHSU6	Q0	88026618	22	27.4353	bool
OHSU6	Q0	67809	23	26.822859	bool
OHSU6	Q0	215851	24	26.589294	bool
OHSU6	Q0	90124166	25	26.589294	bool
OHSU6	Q0	183867	26	26.316769	bool
OHSU6	Q0	89037481	27	25.806396	bool
OHSU6	Q0	88210209	28	25.500477	bool
OHSU6	Q0	86557	29	25.48177	bool
OHSU6	Q0	233623	30	25.436258	bool
